path,status,notes
app\Models\RoadsidePreset.php,PENDING_REVIEW,queued for manual review
app\Models\RoadsideEmergency.php,PENDING_REVIEW,queued for manual review
app\Models\RoadsideAssistanceDetail.php,PENDING_REVIEW,queued for manual review
app\Models\RoadHelperProfile.php,PENDING_REVIEW,queued for manual review
app\Models\Review.php,PENDING_REVIEW,queued for manual review
app\Models\ReturnItem.php,PENDING_REVIEW,queued for manual review
app\Models\RetailStore.php,PENDING_REVIEW,queued for manual review
app\Models\Restaurant.php,PENDING_REVIEW,queued for manual review
app\Models\RepairUpdate.php,PENDING_REVIEW,queued for manual review
app\Models\RepairTeamMember.php,PENDING_REVIEW,queued for manual review
app\Models\RepairStage.php,PENDING_REVIEW,queued for manual review
app\Models\RepairProject.php,PENDING_REVIEW,queued for manual review
app\Models\RepairMedia.php,PENDING_REVIEW,queued for manual review
app\Models\Refund.php,PENDING_REVIEW,queued for manual review
app\Models\PushSubscription.php,PENDING_REVIEW,queued for manual review
app\Models\ProductStorePrice.php,PENDING_REVIEW,queued for manual review
app\Models\Product.php,PENDING_REVIEW,queued for manual review
app\Models\PricingRule.php,PENDING_REVIEW,queued for manual review
app\Models\PriceEstimateLog.php,PENDING_REVIEW,queued for manual review
app\Models\Permission.php,PENDING_REVIEW,queued for manual review
app\Models\Payout.php,PENDING_REVIEW,queued for manual review
app\Models\PaymentTransaction.php,PENDING_REVIEW,queued for manual review
app\Models\PaymentSetting.php,PENDING_REVIEW,queued for manual review
app\Models\PaymentEvent.php,PENDING_REVIEW,queued for manual review
app\Models\PartnerWebhookLog.php,PENDING_REVIEW,queued for manual review
app\Models\PartnerUser.php,PENDING_REVIEW,queued for manual review
app\Models\PartnerStatement.php,PENDING_REVIEW,queued for manual review
app\Models\PartnerSettings.php,PENDING_REVIEW,queued for manual review
app\Models\PartnerSetting.php,PENDING_REVIEW,queued for manual review
app\Models\PartnerServiceArea.php,PENDING_REVIEW,queued for manual review
app\Models\PartnerPricingOverride.php,PENDING_REVIEW,queued for manual review
app\Models\PartnerContract.php,PENDING_REVIEW,queued for manual review
app\Models\PartnerContact.php,PENDING_REVIEW,queued for manual review
app\Models\PartnerAudit.php,PENDING_REVIEW,queued for manual review
app\Models\PartnerApiKey.php,PENDING_REVIEW,queued for manual review
app\Models\Partner.php,PENDING_REVIEW,queued for manual review
app\Models\OrganizationSetting.php,PENDING_REVIEW,queued for manual review
app\Models\Organization.php,PENDING_REVIEW,queued for manual review
app\Models\OrderReview.php,PENDING_REVIEW,queued for manual review
app\Models\OrderReturn.php,PENDING_REVIEW,queued for manual review
app\Models\OrderItem.php,PENDING_REVIEW,queued for manual review
app\Models\OrderCareContext.php,PENDING_REVIEW,queued for manual review
app\Models\Order.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\WorkSpecificationResource\RelationManagers\ReviewsRelationManager.php,PENDING_REVIEW,queued for manual review
app\Models\Operations\SlaTimer.php,PENDING_REVIEW,queued for manual review
app\Models\Operations\ServiceJob.php,PENDING_REVIEW,queued for manual review
app\Models\Operations\OperationException.php,PENDING_REVIEW,queued for manual review
app\Models\Operations\JobTimeline.php,PENDING_REVIEW,queued for manual review
app\Models\Operations\JobStateTransition.php,PENDING_REVIEW,queued for manual review
app\Models\Operations\ExecutorSkill.php,PENDING_REVIEW,queued for manual review
app\Models\Operations\ExecutorShift.php,PENDING_REVIEW,queued for manual review
app\Models\Operations\ExecutorLocation.php,PENDING_REVIEW,queued for manual review
app\Models\Operations\Executor.php,PENDING_REVIEW,queued for manual review
app\Models\Operations\DispatchRun.php,PENDING_REVIEW,queued for manual review
app\Models\Operations\DispatchCandidate.php,PENDING_REVIEW,queued for manual review
app\Models\Operations\Assignment.php,PENDING_REVIEW,queued for manual review
app\Models\OAuthProvider.php,PENDING_REVIEW,queued for manual review
app\Models\OauthClient.php,PENDING_REVIEW,queued for manual review
app\Models\OauthAccessToken.php,PENDING_REVIEW,queued for manual review
app\Models\NotificationTemplate.php,PENDING_REVIEW,queued for manual review
app\Models\NotificationPreference.php,PENDING_REVIEW,queued for manual review
app\Models\NotificationFeed.php,PENDING_REVIEW,queued for manual review
app\Models\NotificationEvent.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\WorkSpecificationResource\Pages\ListWorkSpecifications.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\WorkSpecificationResource\Pages\EditWorkSpecification.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\WorkSpecificationResource\Pages\CreateWorkSpecification.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\WebhookLogResource.php,PENDING_REVIEW,queued for manual review
app\Models\Moving\Team.php,PENDING_REVIEW,queued for manual review
app\Models\Moving\MovingOrderTask.php,PENDING_REVIEW,queued for manual review
app\Models\Moving\MovingOrderPhoto.php,PENDING_REVIEW,queued for manual review
app\Models\Moving\MovingOrder.php,PENDING_REVIEW,queued for manual review
app\Models\Moving\MovingItem.php,PENDING_REVIEW,queued for manual review
app\Models\Moving\ExecutorProfile.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\virtual-office-dashboard.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\virtual-3d-office.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\virtual-2d-office.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\unified-operations-core.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\tasks-timeline.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\tasks-kanban.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\social-care-dashboard.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\social-care-analytics.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\service-jobs-board.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\roadside-dispatch-board.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\roadside-debug.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\roadside-debug-page.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\roadside-dashboard.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\register.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\operations-core-board.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\operation-exceptions-list.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\logistics-warehouse-map.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\logistics-live-map.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\logistics-dashboard.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\logistics-customer-portal.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\live-ops-map.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\live-operations-map.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\exception-sla-center.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\eco-disposal-dashboard.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\dispatch.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\dispatch-rule-preview.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\delivery-operations-board.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\dashboard.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\assistant-dashboard.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\analytics.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\pages\agent-team-chat.blade.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\WebhookLogResource\Pages\ViewWebhookLog.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\WebhookLogResource\Pages\ListWebhookLogs.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\VirtualOffice\AgentResource.php,PENDING_REVIEW,queued for manual review
app\Models\LoyaltyWallet.php,PENDING_REVIEW,queued for manual review
app\Models\LoyaltyTransaction.php,PENDING_REVIEW,queued for manual review
app\Models\LoyaltyBalance.php,PENDING_REVIEW,queued for manual review
app\Models\InspectionChecklistItem.php,PENDING_REVIEW,queued for manual review
app\Models\ImportSource.php,PENDING_REVIEW,queued for manual review
app\Models\ImportJob.php,PENDING_REVIEW,queued for manual review
app\Models\HandymanService.php,PENDING_REVIEW,queued for manual review
app\Models\HandymanOrderDetails.php,PENDING_REVIEW,queued for manual review
app\Models\HandymanMaterialsEntry.php,PENDING_REVIEW,queued for manual review
app\Models\HandymanKpiSnapshot.php,PENDING_REVIEW,queued for manual review
app\Models\HandymanAssignment.php,PENDING_REVIEW,queued for manual review
app\Models\GeoZoneSpatial.php,PENDING_REVIEW,queued for manual review
app\Models\GeoZoneRule.php,PENDING_REVIEW,queued for manual review
app\Models\GeoZone.php,PENDING_REVIEW,queued for manual review
app\Models\GdprRequest.php,PENDING_REVIEW,queued for manual review
app\Models\FeatureFlagScope.php,PENDING_REVIEW,queued for manual review
app\Models\FeatureFlag.php,PENDING_REVIEW,queued for manual review
app\Models\ErrandTask.php,PENDING_REVIEW,queued for manual review
app\Models\ErrandOrderDetails.php,PENDING_REVIEW,queued for manual review
app\Models\Employee.php,PENDING_REVIEW,queued for manual review
app\Models\EcoTeam.php,PENDING_REVIEW,queued for manual review
app\Models\EcoRecommendationLog.php,PENDING_REVIEW,queued for manual review
app\Models\EcoCertificate.php,PENDING_REVIEW,queued for manual review
app\Models\Dispute.php,PENDING_REVIEW,queued for manual review
app\Models\DisposalPartner.php,PENDING_REVIEW,queued for manual review
app\Models\DisposalOrderDetails.php,PENDING_REVIEW,queued for manual review
app\Models\DisposalItem.php,PENDING_REVIEW,queued for manual review
app\Models\DeliveryZone.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\VirtualOffice\AgentResource\Pages\ViewAgent.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\VirtualOffice\AgentResource\Pages\ListAgents.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\VirtualOffice\AgentResource\Pages\EditAgent.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\VirtualOffice\AgentResource\Pages\CreateAgent.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\VehicleInspectionRequestResource.php,PENDING_REVIEW,queued for manual review
app\Models\Delivery\GroceryOrder.php,PENDING_REVIEW,queued for manual review
app\Models\Delivery\GroceryItem.php,PENDING_REVIEW,queued for manual review
app\Models\Delivery\FoodOrder.php,PENDING_REVIEW,queued for manual review
app\Models\Delivery\DeliveryOrder.php,PENDING_REVIEW,queued for manual review
app\Models\Delivery\BulkyOrder.php,PENDING_REVIEW,queued for manual review
app\Models\CouponUsage.php,PENDING_REVIEW,queued for manual review
app\Models\Coupon.php,PENDING_REVIEW,queued for manual review
app\Models\CommunityPointsTransaction.php,PENDING_REVIEW,queued for manual review
app\Models\CommunityPointsBalance.php,PENDING_REVIEW,queued for manual review
app\Models\ClientProfile.php,PENDING_REVIEW,queued for manual review
app\Models\ClaimMessage.php,PENDING_REVIEW,queued for manual review
app\Models\Claim.php,PENDING_REVIEW,queued for manual review
app\Models\CareService.php,PENDING_REVIEW,queued for manual review
app\Models\CarePlan.php,PENDING_REVIEW,queued for manual review
app\Models\CareOrderDetails.php,PENDING_REVIEW,queued for manual review
app\Models\CareOrderChangeRequest.php,PENDING_REVIEW,queued for manual review
app\Models\Bundle.php,PENDING_REVIEW,queued for manual review
app\Models\AuditLog.php,PENDING_REVIEW,queued for manual review
app\Models\AssistantMessage.php,PENDING_REVIEW,queued for manual review
app\Models\AssistantConversation.php,PENDING_REVIEW,queued for manual review
app\Models\ApiKey.php,PENDING_REVIEW,queued for manual review
app\Models\AdminIpRule.php,PENDING_REVIEW,queued for manual review
app\Models\Address.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\ops\partials\workbench-triage-strip.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\ops\partials\workbench-latency-strip.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\ops\partials\workbench-bulk-triage-panel.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\ops\partials\sticky-incident-banner.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\ops\partials\saved-filters.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\ops\partials\routing-shadow-metrics.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\ops\partials\replan-recommendations.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\ops\partials\eta-strategy-diff.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\ops\partials\effective-runtime-rules.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\ops\partials\candidate-modifiers.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\ops\partials\candidate-diagnostics.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\ops\partials\candidate-compare.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\ops\partials\candidate-checks.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\ops\live-job-drawer.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\category-stats.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\category-stats-live.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\category-preview.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\components\category-preview-live.blade.php,PENDING_REVIEW,queued for manual review
app\Mail\OrderCreatedMail.php,PENDING_REVIEW,queued for manual review
resources\views\executor\layout.blade.php,PENDING_REVIEW,queued for manual review
resources\views\executor\job-show.blade.php,PENDING_REVIEW,queued for manual review
resources\views\executor\dashboard.blade.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\VehicleInspectionRequestResource\Pages\ListVehicleInspectionRequests.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\VehicleInspectionRequestResource\Pages\EditVehicleInspectionRequest.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\VehicleInspectionRequestResource\Pages\CreateVehicleInspectionRequest.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ClientProfileResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\VehicleInspectionPresetResource.php,PENDING_REVIEW,queued for manual review
app\Livewire\VirtualOffice\OfficeCanvas.php,PENDING_REVIEW,queued for manual review
app\Livewire\UserLoyaltyBalance.php,PENDING_REVIEW,queued for manual review
app\Livewire\SupportTicketChat.php,PENDING_REVIEW,queued for manual review
app\Livewire\ShopProfile.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ClientProfileResource\RelationManagers\TrustedContactsRelationManager.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ClientProfileResource\Pages\ViewClientProfile.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ClientProfileResource\Pages\ListClientProfiles.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ClientProfileResource\Pages\EditClientProfile.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ClientProfileResource\Pages\CreateClientProfile.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ClassifiedAdResource.php,PENDING_REVIEW,queued for manual review
app\Livewire\Seller\ManageShops.php,PENDING_REVIEW,queued for manual review
app\Livewire\MyMessages.php,PENDING_REVIEW,queued for manual review
app\Livewire\MyAds.php,PENDING_REVIEW,queued for manual review
app\Livewire\Favorites.php,PENDING_REVIEW,queued for manual review
app\Livewire\AdPromotionModal.php,PENDING_REVIEW,queued for manual review
app\Livewire\AdForm.php,PENDING_REVIEW,queued for manual review
app\Livewire\AdFavoriteButton.php,PENDING_REVIEW,queued for manual review
app\Livewire\AdChat.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\VehicleInspectionPresetResource\Pages\ListVehicleInspectionPresets.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\VehicleInspectionPresetResource\Pages\EditVehicleInspectionPreset.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\VehicleInspectionPresetResource\Pages\CreateVehicleInspectionPreset.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\UserResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ClassifiedAdResource\Pages\ViewClassifiedAd.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ClassifiedAdResource\Pages\ListClassifiedAds.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ClassifiedAdResource\Pages\EditClassifiedAd.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ClaimResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\UserResource\RelationManagers\ClassifiedAdsRelationManager.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\UserResource\Pages\ListUsers.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\UserResource\Pages\EditUser.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\UserResource\Pages\CreateUser.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\TaskResource.php,PENDING_REVIEW,queued for manual review
app\Listeners\WriteTimelineWhenServiceJobStatusChanged.php,PENDING_REVIEW,queued for manual review
app\Listeners\WriteTimelineWhenServiceJobCreated.php,PENDING_REVIEW,queued for manual review
app\Listeners\UpdateSlotUtilization.php,PENDING_REVIEW,queued for manual review
app\Listeners\SyncOrderStatusFromServiceJob.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\TaskResource\Relations\TaskEventsRelationManager.php,PENDING_REVIEW,queued for manual review
app\Listeners\SocialCare\SendNotificationsOnCarePlanCreated.php,PENDING_REVIEW,queued for manual review
app\Listeners\SocialCare\SendNotificationsOnCareOrderStatusChanged.php,PENDING_REVIEW,queued for manual review
app\Listeners\SocialCare\SendNotificationsOnCareOrderCreated.php,PENDING_REVIEW,queued for manual review
app\Listeners\SocialCare\NotifyTrustedContactOnVisitReport.php,PENDING_REVIEW,queued for manual review
app\Listeners\SocialCare\NotifyHelperOnOrderAssigned.php,PENDING_REVIEW,queued for manual review
app\Listeners\SocialCare\NotifyCoordinatorsOnSocialCareEmergency.php,PENDING_REVIEW,queued for manual review
app\Listeners\SocialCare\NotifyCoordinatorsOnRescheduleRequest.php,PENDING_REVIEW,queued for manual review
app\Listeners\SendWebhookToN8n.php,PENDING_REVIEW,queued for manual review
app\Listeners\SendTaskWebhook.php,PENDING_REVIEW,queued for manual review
app\Listeners\SendClaimWebhookToN8n.php,PENDING_REVIEW,queued for manual review
app\Listeners\ScheduleEcoCertificateGeneration.php,PENDING_REVIEW,queued for manual review
app\Listeners\RestrictSlotsForIncident.php,PENDING_REVIEW,queued for manual review
app\Listeners\RequestDispatchForServiceJob.php,PENDING_REVIEW,queued for manual review
app\Listeners\RecalculateHandymanKpiForClaim.php,PENDING_REVIEW,queued for manual review
app\Listeners\RecalculateHandymanKpiForAssignment.php,PENDING_REVIEW,queued for manual review
app\Listeners\ProcessOrderPayment.php,PENDING_REVIEW,queued for manual review
app\Listeners\OrderStatusSyncFromServiceJobListener.php,PENDING_REVIEW,queued for manual review
app\Listeners\OpenExceptionWhenSlaWarningRaised.php,PENDING_REVIEW,queued for manual review
app\Listeners\OpenExceptionWhenSlaBreached.php,PENDING_REVIEW,queued for manual review
app\Listeners\NotifyProjectManagerAboutRepairProject.php,PENDING_REVIEW,queued for manual review
app\Listeners\NotifyOperatorAboutClaim.php,PENDING_REVIEW,queued for manual review
app\Listeners\NotifyExecutorAboutAssignmentStatus.php,PENDING_REVIEW,queued for manual review
app\Listeners\NotifyCustomerAboutRepairUpdate.php,PENDING_REVIEW,queued for manual review
app\Listeners\NotifyCustomerAboutRepairProject.php,PENDING_REVIEW,queued for manual review
app\Listeners\NotifyCustomerAboutHandymanOrder.php,PENDING_REVIEW,queued for manual review
app\Listeners\NotifyCustomerAboutHandymanAssignment.php,PENDING_REVIEW,queued for manual review
app\Listeners\NotifyCustomerAboutClaimStatus.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ClaimResource\Pages\ListClaims.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ClaimResource\Pages\EditClaim.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ClaimResource\Pages\CreateClaim.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\CareServiceResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\TaskResource\Pages\ListTasks.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\TaskResource\Pages\EditTask.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\TaskResource\Pages\CreateTask.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SupportTicketResource.php,PENDING_REVIEW,queued for manual review
app\Listeners\Notifications\PushSocialCareEventToFeed.php,PENDING_REVIEW,queued for manual review
app\Listeners\Notifications\PushOrderEventToFeed.php,PENDING_REVIEW,queued for manual review
app\Listeners\NormalizeOrderToServiceJobListener.php,PENDING_REVIEW,queued for manual review
app\Listeners\N8nClaimSlaBreachedListener.php,PENDING_REVIEW,queued for manual review
app\Listeners\N8nClaimMessageCreatedListener.php,PENDING_REVIEW,queued for manual review
app\Listeners\N8nClaimCreatedListener.php,PENDING_REVIEW,queued for manual review
app\Listeners\LogUserRegistered.php,PENDING_REVIEW,queued for manual review
app\Listeners\LogOrderActivity.php,PENDING_REVIEW,queued for manual review
app\Listeners\GenerateTasksForOrderPaid.php,PENDING_REVIEW,queued for manual review
app\Listeners\EmitRepairWebhookForN8n.php,PENDING_REVIEW,queued for manual review
app\Listeners\EmitOrderWebhookForN8n.php,PENDING_REVIEW,queued for manual review
app\Listeners\CreateSlaTimersWhenServiceJobCreated.php,PENDING_REVIEW,queued for manual review
app\Listeners\BroadcastSlaWarningBridge.php,PENDING_REVIEW,queued for manual review
app\Listeners\BroadcastSlaBreachedBridge.php,PENDING_REVIEW,queued for manual review
app\Listeners\BroadcastServiceJobStatusChanged.php,PENDING_REVIEW,queued for manual review
app\Listeners\BroadcastOperationExceptionOpened.php,PENDING_REVIEW,queued for manual review
app\Listeners\BroadcastJobStatusBridge.php,PENDING_REVIEW,queued for manual review
app\Listeners\BroadcastExceptionOpenedBridge.php,PENDING_REVIEW,queued for manual review
app\Listeners\AuthEventSubscriber.php,PENDING_REVIEW,queued for manual review
app\Listeners\ApplyLoyaltyAndPromocodes.php,PENDING_REVIEW,queued for manual review
app\Jobs\ProcessWebhook.php,PENDING_REVIEW,queued for manual review
app\Jobs\ProcessAdImportJob.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SupportTicketResource\Widgets\TicketStatsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SupportTicketResource\Widgets\SupportTicketsOverviewWidget.php,PENDING_REVIEW,queued for manual review
app\Jobs\Partners\TestWebhook.php,PENDING_REVIEW,queued for manual review
app\Jobs\Partners\DispatchPartnerWebhookJob.php,PENDING_REVIEW,queued for manual review
app\Jobs\GeocodeClassifiedAdJob.php,PENDING_REVIEW,queued for manual review
app\Jobs\GenerateAssistantReply.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SupportTicketResource\RelationManagers\MessagesRelationManager.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\CareServiceResource\Pages\ViewCareService.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\CareServiceResource\Pages\ListCareServices.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\CareServiceResource\Pages\EditCareService.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\CareServiceResource\Pages\CreateCareService.php,PENDING_REVIEW,queued for manual review
app\Jobs\Delivery\SubstitutionJob.php,PENDING_REVIEW,queued for manual review
app\Jobs\Delivery\ProcessOrder.php,PENDING_REVIEW,queued for manual review
app\Jobs\CalculateDispatchCandidatesJob.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SupportTicketResource\Pages\ViewSupportTicket.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SupportTicketResource\Pages\ListSupportTickets.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SupportTicketResource\Pages\EditSupportTicket.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SocialHelperProfileResource.php,PENDING_REVIEW,queued for manual review
app\Http\Resources\Executor\ExecutorProfileResource.php,PENDING_REVIEW,queued for manual review
app\Http\Resources\Executor\ExecutorAssignmentResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\CarePlanResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SocialHelperProfileResource\Pages\ViewSocialHelperProfile.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SocialHelperProfileResource\Pages\ListSocialHelperProfiles.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SocialHelperProfileResource\Pages\EditSocialHelperProfile.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SocialHelperProfileResource\Pages\CreateSocialHelperProfile.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SocialCareOrderResource.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\RoadsideHelpRequest.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\QuickOrderRequest.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\CarePlanResource\Pages\ViewCarePlan.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\CarePlanResource\Pages\ListCarePlans.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\CarePlanResource\Pages\EditCarePlan.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\CarePlanResource\Pages\CreateCarePlan.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SocialCareOrderResource\RelationManagers\VisitReportsRelationManager.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Public\Repair\RepairIntakeRequest.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SocialCareOrderResource\Pages\ViewSocialCareOrder.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SocialCareOrderResource\Pages\ListSocialCareOrders.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\SocialCareOrderResource\Pages\EditSocialCareOrder.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ShopResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AssistantConversationResource.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Public\Handyman\HandymanCustomRequest.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Public\Handyman\HandymanBookingRequest.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ShopResource\Pages\ListShops.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ShopResource\Pages\EditShop.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ShopResource\Pages\CreateShop.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ServiceTypeResource.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\ProfileUpdateRequest.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\PriceEstimateRequest.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AssistantConversationResource\Pages\ViewAssistantConversation.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AssistantConversationResource\Pages\ListAssistantConversations.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AssistantConversationResource\Pages\EditAssistantConversation.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\AssistantConversationResource\Pages\CreateAssistantConversation.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ApiKeyResource.php,PENDING_REVIEW,queued for manual review
app\Http\Requests\Orders\StorePersonalShopperOrderRequest.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ServiceTypeResource\Pages\ListServiceTypes.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ServiceTypeResource\Pages\EditServiceType.php,PENDING_REVIEW,queued for manual review
